daerah,provinsi,jenis,periode,pendapatan_daerah,pendapatan_asli_daerah,hasil_pajak_daerah,hasil_retribusi_daerah,hasil_pengelolaan_kekayaan_daerah_yang_dipisahkan,lain_lain_pendapatan_asli_daerah_yang_sah,dana_perimbangan,dana_bagi_hasil_pajak_bagi_hasil_bukan_pajak,dana_alokasi_umum,dana_alokasi_khusus,lain_lain_pendapatan_daerah_yang_sah,pendapatan_hibah,dana_darurat,dana_bagi_hasil_pajak_dari_provinsi_dan_pemerintah_daerah_lainnya,dana_penyesuaian_dan_otonomi_khusus,bantuan_keuangan_dari_provinsi_atau_pemerintah_daerah_lainnya,pendapatan_lain_lain,belanja_daerah,belanja_pegawai_l,belanja_barang_dan_jasa,belanja_modal
Kab Lampung Timur,Lampung,Realisasi,2016-10-21,1550573000000,83132000000,24379000000,5618000000,1947000000,51187000000,1156884000000,150380000000,940041000000,66463000000,310557000000,0,0,60036000000,250521000000,0,0,1512492000000,58470000000,301550000000,213723000000
Kab Tanggamus,Lampung,Realisasi,2016-10-21,1023925000000,22489000000,9143000000,3969000000,3294000000,6082000000,804443000000,50499000000,669512000000,84432000000,196994000000,0,0,45657000000,0,0,151336000000,993881000000,0,163976000000,236189000000
Kab Tulang Bawang,Lampung,Realisasi,2016-10-21,804797000000,24445000000,13176000000,2915000000,3520000000,4834000000,649805000000,56763000000,533314000000,59728000000,130548000000,0,0,48922000000,58045000000,0,23581000000,776126000000,0,186645000000,173858000000
Kab Way Kanan,Lampung,Realisasi,2016-10-21,871295000000,45811000000,13836000000,19321000000,2455000000,10200000000,701026000000,45641000000,573114000000,82271000000,124457000000,0,0,45651000000,78805000000,0,1000000,845628000000,0,148746000000,232267000000
Kota Bandar Lampung,Lampung,Realisasi,2016-10-21,1836005000000,394647000000,246168000000,45920000000,13207000000,89352000000,1039433000000,74765000000,921827000000,42842000000,401924000000,39796000000,0,85684000000,250170000000,0,26274000000,1799476000000,0,368311000000,354191000000
Kota Metro,Lampung,Realisasi,2016-10-21,705770000000,97421000000,12652000000,5376000000,3390000000,76004000000,487715000000,39013000000,414624000000,34078000000,120633000000,0,0,36285000000,77990000000,0,6358000000,694001000000,0,184597000000,127736000000
Kab Pesawaran,Lampung,Realisasi,2016-10-21,913575000000,36482000000,8154000000,1854000000,245000000,26229000000,739876000000,35577000000,625846000000,78453000000,137217000000,0,0,39987000000,97229000000,0,0,930780000000,0,155634000000,262515000000
Kab Pringsewu,Lampung,Realisasi,2016-10-21,881912000000,63340000000,11280000000,2300000000,451000000,49309000000,632687000000,37832000000,547622000000,47232000000,185886000000,0,0,35619000000,150267000000,0,0,840212000000,0,136928000000,129650000000
Kab Mesuji,Lampung,Realisasi,2016-10-21,558297000000,20902000000,4322000000,3943000000,407000000,12231000000,476214000000,36710000000,387694000000,51810000000,61181000000,2000000000,0,32175000000,27006000000,0,0,518551000000,0,139672000000,157550000000
Kab Tulang Bawang Barat,Lampung,Realisasi,2016-10-21,624650000000,17263000000,6789000000,1195000000,407000000,8872000000,509035000000,34201000000,424389000000,50445000000,98352000000,1500000000,0,33854000000,62027000000,0,971000000,576692000000,0,129563000000,165552000000
Kab Pesisir Barat,Lampung,Realisasi,2016-10-21,341099000000,10373000000,2239000000,6063000000,0,2072000000,250299000000,18283000000,227314000000,4702000000,80426000000,1431000000,0,32457000000,46538000000,0,0,280059000000,10946000000,42907000000,74965000000
Prov DKI Jakarta,DKI Jakarta,Realisasi,2016-10-21,43824301000000,31274216000000,27050949000000,515163000000,465980000000,3242124000000,9677533000000,9591548000000,85985000000,0,2872551000000,389615000000,0,0,2482937000000,0,0,37799664000000,2132265000000,12624397000000,10411118000000
Kab Bandung,Jawa Barat,Realisasi,2016-10-21,4038778000000,702045000000,298589000000,30590000000,56527000000,316339000000,2261963000000,206819000000,1897769000000,157375000000,1074770000000,1301000000,242607000000,307057000000,523804000000,0,0,3823065000000,0,939501000000,473372000000
Kab Bekasi,Jawa Barat,Realisasi,2016-10-21,3924317000000,1547788000000,1113294000000,207276000000,53030000000,174187000000,1556108000000,326999000000,1195758000000,33352000000,820421000000,2000000000,0,498468000000,262494000000,0,57459000000,3761216000000,0,917577000000,1168556000000
Kab Bogor,Jawa Barat,Realisasi,2016-10-21,5378093000000,1712937000000,1131444000000,199527000000,15109000000,366857000000,2498371000000,252428000000,2055945000000,189998000000,1166785000000,5704000000,0,527775000000,469126000000,0,164181000000,4899883000000,0,1090166000000,1232250000000
Kab Ciamis,Jawa Barat,Realisasi,2016-10-21,2005676000000,182320000000,42117000000,9490000000,3318000000,127396000000,1270347000000,68750000000,1068289000000,133308000000,553008000000,2516000000,83592000000,305058000000,161842000000,0,0,2007151000000,95234000000,206114000000,349432000000
Kab Cianjur,Jawa Barat,Realisasi,2016-10-21,2628334000000,411539000000,112457000000,24898000000,7999000000,266185000000,1595594000000,89331000000,1407470000000,98794000000,621201000000,118331000000,0,148579000000,354292000000,0,0,2587216000000,0,476960000000,468288000000
Kab Cirebon,Jawa Barat,Realisasi,2016-10-21,2733580000000,452870000000,120405000000,28955000000,8619000000,294891000000,1585728000000,102720000000,1406863000000,76146000000,694981000000,898000000,0,203162000000,376929000000,0,113993000000,2566951000000,0,580262000000,323302000000
Kab Garut,Jawa Barat,Realisasi,2016-10-21,3150459000000,373262000000,64491000000,21662000000,4450000000,282658000000,2043601000000,194564000000,1702453000000,146585000000,733596000000,7998000000,0,90834000000,496330000000,0,138434000000,3044084000000,0,703257000000,487454000000
Kab Indramayu,Jawa Barat,Realisasi,2016-10-21,2578255000000,328116000000,76386000000,21409000000,8517000000,221804000000,1603150000000,233340000000,1267337000000,102473000000,646988000000,5000000000,0,159165000000,294518000000,0,188306000000,2548895000000,0,806238000000,383331000000
Kab Karawang,Jawa Barat,Realisasi,2016-10-21,3198292000000,909158000000,554228000000,129307000000,7317000000,218307000000,1580220000000,267118000000,1188478000000,124624000000,708913000000,6378000000,0,294673000000,364790000000,0,43072000000,3151310000000,0,736972000000,592851000000
Kab Kuningan,Jawa Barat,Realisasi,2016-10-21,1896835000000,202518000000,49325000000,40133000000,2148000000,110911000000,1269156000000,82515000000,1112272000000,74369000000,425161000000,2000000000,0,78079000000,295463000000,0,49620000000,1804798000000,0,295741000000,215611000000
Kab Majalengka,Jawa Barat,Realisasi,2016-10-21,2057002000000,223121000000,39580000000,26694000000,5483000000,151364000000,1272697000000,100051000000,1092495000000,80150000000,561184000000,0,0,97458000000,279959000000,0,183768000000,2010113000000,0,261458000000,529857000000
Kab Purwakarta,Jawa Barat,Realisasi,2016-10-21,1599303000000,293833000000,162459000000,38636000000,5270000000,87468000000,936215000000,108572000000,786592000000,41050000000,369255000000,1746000000,0,119443000000,192934000000,0,55132000000,1541016000000,0,229028000000,330239000000
Kab Subang,Jawa Barat,Realisasi,2016-10-21,2231098000000,262615000000,88667000000,15989000000,13613000000,144346000000,1426993000000,212503000000,1139779000000,74710000000,541491000000,3280000000,0,220849000000,313430000000,0,3932000000,2169101000000,0,327992000000,484224000000
Kab Sukabumi,Jawa Barat,Realisasi,2016-10-21,2942653000000,457060000000,175408000000,29956000000,6775000000,244921000000,1759825000000,140553000000,1458379000000,160892000000,725768000000,1211000000,0,168255000000,338610000000,0,217693000000,2773710000000,0,767564000000,422909000000
Kab Sumedang,Jawa Barat,Realisasi,2016-10-21,2087160000000,301801000000,105291000000,28537000000,4179000000,163793000000,1283942000000,88233000000,1104417000000,91292000000,501417000000,2000000000,0,94220000000,259518000000,0,145679000000,2050350000000,0,312088000000,385030000000
Kab Tasikmalaya,Jawa Barat,Realisasi,2016-10-21,2566520000000,154255000000,44253000000,33530000000,10227000000,66244000000,1541036000000,87789000000,1342934000000,110312000000,871228000000,0,0,90984000000,411138000000,0,369107000000,2416942000000,0,217061000000,558497000000
Kota Bandung,Jawa Barat,Realisasi,2016-10-21,4953941000000,1716057000000,1399599000000,99192000000,9357000000,207909000000,1886016000000,241562000000,1596749000000,47705000000,1351867000000,0,0,677407000000,503186000000,0,171274000000,4435590000000,0,937333000000,971441000000
Kota Bekasi,Jawa Barat,Realisasi,2016-10-21,3480363000000,1205266000000,845772000000,50386000000,11746000000,297362000000,1286650000000,131807000000,1133417000000,21426000000,988447000000,10320000000,0,612759000000,252837000000,0,112531000000,3107838000000,0,708357000000,719478000000
Kota Bogor,Jawa Barat,Realisasi,2016-10-21,1757697000000,544836000000,376488000000,77168000000,23682000000,67499000000,855646000000,89831000000,732337000000,33478000000,357216000000,1034000000,0,175445000000,157301000000,0,23436000000,1702962000000,0,299751000000,499336000000
Kota Cirebon,Jawa Barat,Realisasi,2016-10-21,1234068000000,298541000000,103861000000,16425000000,4230000000,174023000000,689248000000,73175000000,583928000000,32145000000,246278000000,1978000000,0,68714000000,115462000000,0,60125000000,1194449000000,0,308514000000,235234000000
Kota Depok,Jawa Barat,Realisasi,2016-10-21,2207867000000,659174000000,494173000000,76316000000,11006000000,77679000000,971981000000,99724000000,838573000000,33685000000,576712000000,0,0,363042000000,196153000000,0,17516000000,2011329000000,0,507654000000,582004000000
Kota Sukabumi,Jawa Barat,Realisasi,2016-10-21,996915000000,258467000000,28399000000,10889000000,3720000000,215458000000,570491000000,64584000000,484939000000,20968000000,167957000000,305000000,0,43522000000,95986000000,0,28143000000,917116000000,0,292700000000,116080000000
Kota Tasikmalaya,Jawa Barat,Realisasi,2016-10-21,1595665000000,253451000000,73187000000,10692000000,4937000000,164633000000,845802000000,70896000000,732508000000,42398000000,496412000000,0,0,74250000000,223454000000,0,198708000000,1456074000000,0,263187000000,276775000000
Kota Cimahi,Jawa Barat,Realisasi,2016-10-21,1117122000000,227949000000,91795000000,12317000000,8122000000,115714000000,625410000000,61103000000,537372000000,26935000000,263763000000,0,0,90981000000,141501000000,0,31281000000,1042609000000,0,287349000000,151447000000
Kota Banjar,Jawa Barat,Realisasi,2016-10-21,672708000000,118593000000,8594000000,5850000000,3202000000,100946000000,424289000000,62986000000,342268000000,19036000000,129827000000,0,0,71500000000,58137000000,0,189000000,640072000000,0,106890000000,150062000000
Kab Bandung Barat,Jawa Barat,Realisasi,2016-10-21,1911844000000,248697000000,169333000000,16389000000,0,62975000000,1118211000000,76158000000,992255000000,49797000000,544936000000,1950000000,0,175618000000,270367000000,0,97002000000,1868258000000,0,344739000000,331152000000
Kab Pangandaran,Jawa Barat,Realisasi,2016-10-21,647935000000,32473000000,20549000000,8314000000,3610000000,0,406502000000,37453000000,363882000000,5166000000,208960000000,0,10031000000,47505000000,141189000000,0,10236000000,517933000000,0,40125000000,60589000000
Kab Banjarnegara,Jawa Tengah,Realisasi,2016-10-21,1403398000000,161653000000,33766000000,30096000000,8273000000,89517000000,915783000000,28672000000,826044000000,61066000000,325963000000,0,0,116841000000,209122000000,0,0,1349768000000,0,166510000000,206494000000
Kab Banyumas,Jawa Tengah,Realisasi,2016-10-21,2308424000000,435598000000,110189000000,43892000000,11775000000,269741000000,1358535000000,51305000000,1224711000000,82519000000,514291000000,1778000000,0,142754000000,320320000000,0,49440000000,2285326000000,0,482193000000,360165000000
Kab Batang,Jawa Tengah,Realisasi,2016-10-21,1211217000000,172638000000,42714000000,25247000000,6618000000,98059000000,766582000000,32223000000,682183000000,52177000000,271997000000,2000000000,0,65090000000,164824000000,0,40082000000,1212281000000,0,246775000000,157304000000
Kab Blora,Jawa Tengah,Realisasi,2016-10-21,1516483000000,144724000000,26311000000,15367000000,7731000000,95315000000,974574000000,89559000000,823874000000,61141000000,397185000000,1420000000,0,69693000000,246909000000,0,79163000000,1468208000000,0,126697000000,335137000000
Kab Boyolali,Jawa Tengah,Realisasi,2016-10-21,1673665000000,227516000000,53983000000,54305000000,9809000000,109418000000,1060319000000,36003000000,943220000000,81096000000,385829000000,7772000000,0,83174000000,261783000000,33100000000,0,1617992000000,32183000000,214196000000,303853000000
Kab Brebes,Jawa Tengah,Realisasi,2016-10-21,2043920000000,267771000000,58910000000,19855000000,2007000000,186998000000,1337754000000,52809000000,1186970000000,97975000000,438395000000,70000000,0,115099000000,223335000000,0,99892000000,1967169000000,0,304986000000,282972000000
Kab Cilacap,Jawa Tengah,Realisasi,2016-10-21,2367534000000,374024000000,111626000000,37162000000,12044000000,213192000000,1467806000000,66481000000,1291122000000,110204000000,525704000000,3890000000,0,206481000000,315333000000,0,0,2205742000000,0,347269000000,414435000000
Kab Demak,Jawa Tengah,Realisasi,2016-10-21,1637949000000,220330000000,65859000000,32020000000,8885000000,113565000000,921597000000,51123000000,795875000000,74600000000,496021000000,202000000,0,298410000000,197229000000,0,180000000,1560957000000,0,212112000000,540354000000
Kab Grobogan,Jawa Tengah,Realisasi,2016-10-21,1710966000000,235295000000,45529000000,28029000000,10887000000,150852000000,1130745000000,67231000000,977676000000,85839000000,344926000000,2650000000,0,80379000000,221326000000,0,40571000000,1645805000000,0,276939000000,300522000000
Kab Jepara,Jawa Tengah,Realisasi,2016-10-21,1599479000000,231673000000,49086000000,20481000000,8320000000,153785000000,1012161000000,43098000000,887769000000,81294000000,355645000000,805000000,0,181903000000,172937000000,0,0,1505224000000,0,454299000000,188924000000
Kab Karanganyar,Jawa Tengah,Realisasi,2016-10-21,1616250000000,215299000000,86152000000,28718000000,7697000000,92732000000,955829000000,28589000000,870002000000,57239000000,445122000000,731000000,0,90677000000,273624000000,0,80089000000,1609307000000,0,270530000000,223288000000
Kab Kebumen,Jawa Tengah,Realisasi,2016-10-21,1967048000000,242080000000,46313000000,43344000000,8009000000,144414000000,1233777000000,27499000000,1125569000000,80709000000,491192000000,1038000000,0,69778000000,291253000000,129123000000,0,1906502000000,52758000000,208866000000,465778000000
Kab Kendal,Jawa Tengah,Realisasi,2016-10-21,1546102000000,215294000000,60871000000,25025000000,7766000000,121632000000,964405000000,64348000000,852171000000,47887000000,366403000000,3853000000,0,93925000000,216448000000,0,52176000000,1414347000000,0,286314000000,261586000000
Kab Klaten,Jawa Tengah,Realisasi,2016-10-21,1919962000000,177922000000,62623000000,21220000000,6902000000,87177000000,1250626000000,41463000000,1142587000000,66576000000,491413000000,1053000000,0,115023000000,307401000000,0,67936000000,1884326000000,0,197190000000,268557000000
Kab Kudus,Jawa Tengah,Realisasi,2016-10-21,1610237000000,234073000000,63086000000,21083000000,5077000000,144827000000,1012352000000,175108000000,795852000000,41392000000,363812000000,6248000000,0,95321000000,169338000000,0,92905000000,1508269000000,0,245902000000,256851000000
Kab Magelang,Jawa Tengah,Realisasi,2016-10-21,1655674000000,242449000000,79395000000,34076000000,12541000000,116437000000,1047441000000,33580000000,965124000000,48736000000,365785000000,647000000,0,98123000000,226290000000,0,40726000000,1655060000000,0,211643000000,319022000000
Kab Pati,Jawa Tengah,Realisasi,2016-10-21,1940576000000,279255000000,54511000000,25626000000,10569000000,188548000000,1163931000000,40580000000,1043498000000,79853000000,497390000000,695000000,0,118247000000,276109000000,0,102338000000,1862733000000,0,416558000000,224653000000
Kab Pekalongan,Jawa Tengah,Realisasi,2016-10-21,1474501000000,255037000000,33064000000,24685000000,3555000000,193733000000,920665000000,28705000000,831579000000,60381000000,298798000000,0,0,106184000000,192614000000,0,0,1395906000000,0,325543000000,187872000000
Kab Pemalang,Jawa Tengah,Realisasi,2016-10-21,1687338000000,217345000000,37315000000,21419000000,12265000000,146345000000,1100399000000,29567000000,1016813000000,54019000000,369594000000,2128000000,0,129243000000,238222000000,0,0,1615851000000,0,277127000000,164389000000
Kab Purbalingga,Jawa Tengah,Realisasi,2016-10-21,1345622000000,202594000000,37838000000,33297000000,12017000000,119443000000,868377000000,33120000000,777989000000,57267000000,274651000000,6100000000,0,94830000000,173721000000,0,0,1271840000000,0,294873000000,112250000000
